item_id,order_id,product_id,quantity
177,74,10,29
178,75,45,180
179,75,38,176
180,76,15,62
181,76,36,18
182,76,30,73
183,76,28,57
184,77,20,129
185,77,21,114
186,77,5,53
187,77,18,119
188,78,18,172
189,78,50,139
190,79,25,94
191,80,26,192
192,80,33,188
193,80,23,122
194,80,18,19
195,81,12,67
196,81,3,125
197,82,14,145
198,82,44,13
199,82,39,86
200,82,26,84
201,83,34,41
202,83,32,37
203,84,37,102
204,85,43,179
205,85,13,59
206,86,42,133
207,86,34,182
208,86,16,180
209,86,8,76
210,87,27,174
211,87,32,73
212,87,49,73
213,88,26,134
214,88,44,32
215,88,50,151
216,89,46,85
217,90,28,169
218,90,25,168
219,91,44,14
220,91,2,54
221,91,1,57
222,91,3,17
223,92,4,77
224,92,43,72
225,92,6,82
226,92,29,88
227,93,22,92
228,93,27,67
229,93,9,128
230,94,5,99
231,94,23,161
232,95,38,199
233,96,43,27
234,96,18,183
235,97,38,46
236,98,7,87
237,98,40,27
238,98,1,200
239,99,44,164
240,99,3,52
241,100,14,76
242,100,1,180
243,101,39,154
244,101,21,145
245,102,47,179
246,102,14,37
247,103,22,111
248,104,14,123
249,104,22,102
250,104,23,119
251,104,40,74
252,105,21,119
253,105,14,78
254,105,39,136
255,106,44,39
256,107,5,105
257,108,1,191
258,108,29,31
259,108,33,161
260,108,39,188
261,109,5,65
262,109,32,200
263,109,38,149
264,110,11,32
265,110,49,80
266,110,9,126
267,110,49,140
268,111,45,92
269,111,20,141
270,111,30,112
271,111,11,198
272,112,2,191
273,112,42,116
274,112,2,145
275,112,24,136
276,113,34,100
277,113,12,33
278,114,44,109
279,114,25,151
280,115,32,169
281,116,4,118
282,116,16,40
283,117,31,133
284,117,1,100
285,118,7,88
286,118,15,154
287,118,45,160
288,119,6,80
289,119,6,76
290,119,28,40
291,119,1,135
292,120,37,11
293,120,23,147
294,121,18,191
295,121,28,96
296,122,10,126
297,123,13,135
298,123,38,97
299,123,40,58
300,124,19,130
301,124,50,119
302,125,29,14
303,125,6,63
304,125,24,150
305,126,42,100
306,126,22,178
307,126,48,72
308,127,4,109
309,127,36,51
310,127,46,132
311,128,18,168
312,128,27,187
313,128,36,103
314,128,24,99
315,129,33,141
316,129,3,169
317,129,35,41
318,130,35,121
319,130,8,26
320,130,7,63
321,130,16,131
322,131,20,30
323,132,38,140
324,132,4,83
325,132,26,166
326,132,42,128
327,133,9,63
328,133,35,32
329,133,28,72
330,133,49,118
331,134,4,87
332,134,19,111
333,134,26,188
334,134,44,121
335,135,36,151
336,135,21,76
337,135,25,81
338,135,33,104
339,136,31,98
340,136,45,85
341,137,48,74
342,137,10,130
343,138,25,27
344,138,28,142
345,138,25,16
346,139,22,44
347,139,24,53
348,140,18,44
349,140,46,167
350,141,3,80
351,142,32,100
352,142,14,68
353,143,13,102
354,143,11,147
355,144,5,109
356,144,50,19
357,144,34,170
358,145,16,26
359,145,44,135
360,146,8,157
361,146,20,100
362,146,48,52
363,147,16,107
364,147,8,134
365,147,6,65
366,148,24,200
367,148,36,40
368,148,44,49
369,148,25,27
370,149,42,167
371,150,4,170
372,150,30,87
373,150,17,91
374,151,31,126
375,152,27,30
376,152,21,19
377,152,13,126
378,152,17,70
379,153,18,71
380,153,29,93
381,153,25,135
382,153,3,137
383,154,3,88
384,154,36,19
385,154,2,64
386,154,39,28
387,155,22,139
388,156,50,13
389,156,5,174
390,156,30,58
391,157,37,134
392,157,44,57
393,157,9,170
394,157,29,105
395,158,27,112
396,159,1,91
397,159,17,151
398,160,26,87
399,160,25,162
400,160,16,57
401,161,3,146
402,161,16,128
403,161,24,115
404,161,15,81
405,162,28,200
406,162,1,46
407,162,6,119
408,163,45,76
409,163,13,78
410,164,38,132
411,164,4,119
412,164,6,196
413,165,50,174
414,165,47,146
415,165,22,143
416,166,31,169
417,166,29,189
418,166,46,178
419,167,43,32
420,167,27,106
421,167,15,125
422,168,31,120
423,168,48,136
424,168,37,36
425,169,23,90
426,169,2,19
427,169,28,104
428,169,25,11
429,170,47,116
430,170,8,53
431,170,34,139
432,171,43,91
433,171,34,163
434,171,30,84
435,172,13,26
436,173,28,85
437,174,4,83
438,175,12,137
439,175,37,135
440,175,23,13
441,176,40,192
442,177,25,145
443,177,26,171
444,177,50,19
445,177,33,86
446,178,28,26
447,179,33,193
448,180,8,108
449,180,44,102
450,181,28,142
451,181,13,121
452,181,50,70
453,181,29,160
454,182,43,111
455,183,2,34
456,183,48,174
457,184,21,46
458,185,9,79
459,185,23,32
460,185,44,17
461,186,15,84
462,186,38,48
463,186,47,36
464,186,11,94
465,187,39,162
466,187,41,25
467,187,22,57
468,188,29,70
469,188,49,129
470,189,9,82
471,190,48,128
472,191,47,165
473,191,24,53
474,191,14,148
475,192,20,46
476,192,27,24
477,192,10,82
478,192,17,14
479,193,20,56
480,193,48,95
481,194,27,154
482,194,27,109
483,194,48,137
484,195,36,101
485,196,3,126
486,197,42,95
487,198,40,111
488,198,15,69
489,198,36,197
490,199,17,64
491,199,4,169
492,199,32,167
493,200,36,171
494,201,33,132
495,201,34,177
496,201,30,193
497,202,47,112
498,202,19,85
499,202,33,185
500,202,22,118
501,203,9,142
502,203,16,54
503,203,39,45
504,203,40,125
505,204,42,21
506,204,37,109
507,204,33,91
508,205,22,14
509,206,16,157
510,207,41,68
511,208,17,187
512,208,50,123
513,208,32,64
514,208,13,107
515,209,23,185
516,210,29,135
517,210,38,71
518,210,14,20
519,211,16,196
520,212,1,43
521,212,31,47
522,212,30,183
523,213,35,108
524,213,49,183
525,213,39,61
526,214,47,153
527,215,23,176
528,216,31,142
529,216,39,170
530,216,10,19
531,216,26,61
532,217,28,101
533,217,4,191
534,217,10,130
535,217,6,136
536,218,10,81
537,218,30,150
538,219,32,110
539,220,47,172
540,220,28,199
541,220,44,40
542,221,20,75
543,221,38,32
544,222,47,78
545,223,38,38
546,224,28,21
547,224,22,84
548,224,11,197
549,224,29,131
550,225,45,103
551,225,8,57
552,225,28,12
553,225,48,158
554,226,22,80
555,226,21,94
556,226,48,110
557,226,5,176
558,227,31,110
559,228,13,37
560,229,31,159
561,230,48,35
562,230,28,76
563,230,29,200
564,231,6,94
565,232,23,144
566,232,18,104
567,232,32,184
568,233,26,38
569,233,50,60
570,234,24,59
571,234,23,78
572,234,48,30
573,235,39,147
574,235,26,14
575,236,27,122
576,236,22,149
577,236,39,66
578,236,12,197
579,237,39,173
580,237,1,131
581,237,2,92
582,238,1,118
583,239,1,172
584,239,15,185
585,240,50,41
586,241,4,123
587,242,10,119
588,242,34,95
589,242,34,117
590,243,48,63
591,243,30,199
592,243,10,77
593,244,28,16
594,244,36,69
595,244,13,129
596,244,17,54
597,245,17,117
598,245,17,177
599,245,30,62
600,246,9,125
601,246,1,142
602,247,18,120
603,247,21,169
604,247,43,24
605,248,13,86
606,248,45,185
607,249,41,197
608,249,27,155
609,249,16,70
610,249,12,144
611,250,1,24
612,251,6,102
613,251,8,125
614,251,20,144
615,251,29,93
616,252,7,196
617,252,33,16
618,252,47,181
619,253,33,93
620,253,36,26
621,254,23,59
622,254,38,157
623,254,35,16
624,255,25,113
625,256,49,23
626,257,43,123
627,257,13,82
628,257,10,112
629,258,20,30
630,259,33,171
631,260,30,71
632,260,7,128
633,260,17,10
634,261,41,56
635,262,15,64
636,262,24,155
637,262,14,134
638,262,46,135
639,263,46,63
640,263,21,21
641,263,1,94
642,264,37,153
643,264,39,193
644,265,31,91
645,265,16,165
646,266,50,153
647,266,33,162
648,267,48,115
649,267,31,122
650,267,23,42
651,267,26,115
652,268,16,197
653,269,3,89
654,269,43,33
655,269,41,79
656,270,16,50
657,271,2,40
658,271,46,90
659,272,27,178
660,272,42,63
661,272,33,175
662,273,32,120
663,273,17,84
664,273,27,108
665,273,50,180
666,274,42,159
667,274,29,22
668,274,41,40
669,274,34,69
670,275,19,185
671,275,1,50
672,276,2,43
673,276,50,159
674,276,44,112
675,276,28,111
676,277,4,44
677,277,26,112
678,277,4,39
679,278,17,169
680,278,37,167
681,278,39,39
682,278,27,186
683,279,21,198
684,279,14,194
685,279,44,200
686,280,2,56
687,280,33,184
688,280,21,80
689,280,13,38
690,281,31,66
691,281,16,88
692,281,8,136
693,282,43,43
694,282,44,46
695,282,16,188
696,282,12,41
697,283,33,181
698,283,41,148
699,283,35,109
700,284,43,19
701,285,21,169
702,285,48,83
703,285,7,81
704,285,8,167
705,286,1,55
706,286,30,127
707,286,40,39
708,287,25,148
709,287,32,10
710,287,48,79
711,287,26,100
712,288,6,101
713,288,26,159
714,289,31,74
715,289,16,46
716,289,13,24
717,290,15,182
718,290,46,37
719,291,23,172
720,291,10,27
721,291,16,43
722,292,17,137
723,292,45,46
724,292,42,41
725,293,48,134
726,294,34,26
727,294,18,144
728,294,14,35
729,294,42,117
730,295,17,89
731,295,15,79
732,296,13,21
733,296,15,178
734,296,50,192
735,296,44,51
736,297,8,78
737,297,38,180
738,298,8,157
739,298,37,135
740,298,5,193
741,299,12,158
742,299,2,29
743,299,30,165
744,299,22,35
745,300,23,85
746,300,10,91
747,300,12,137
748,300,21,71
749,301,32,116
750,302,1,30
751,302,2,111
752,302,49,77
753,302,34,174
754,303,32,37
755,303,18,127
756,304,17,67
757,305,4,57
758,305,43,43
759,305,33,161
760,306,21,34
761,307,48,90
762,307,25,148
763,308,50,105
764,308,27,54
765,308,16,122
766,308,15,92
767,309,40,148
768,310,26,12
769,310,21,148
770,310,32,38
771,311,15,37
772,311,17,85
773,311,5,40
774,311,11,119
775,312,31,112
776,312,2,25
777,312,27,80
778,313,11,113
779,313,47,51
780,313,17,67
781,314,27,162
782,314,15,190
783,314,39,27
784,314,17,34
785,315,30,46
786,315,14,110
787,315,29,176
788,315,41,164
789,316,29,117
790,316,30,88
791,316,48,193
792,317,15,24
793,318,38,40
794,318,36,65
795,319,45,81
796,319,18,143
797,320,23,79
798,320,27,139
799,320,45,32
800,320,44,127
801,321,9,197
802,321,24,72
803,321,50,77
804,321,1,77
805,322,17,14
806,322,18,48
807,322,26,81
808,323,10,111
809,323,50,165
810,324,27,145
811,324,44,24
812,325,45,39
813,325,23,187
814,325,37,121
815,325,29,97
816,326,28,164
817,327,12,141
818,328,26,19
819,329,40,74
820,329,6,181
821,329,2,25
822,329,4,68
823,330,38,188
824,330,2,92
825,331,18,75
826,331,10,110
827,331,12,184
828,332,35,193
829,332,17,101
830,333,1,70
831,333,8,84
832,333,35,129
833,334,16,187
834,334,28,23
835,334,40,186
836,334,22,169
837,335,1,58
838,335,26,122
839,336,13,164
840,336,9,185
841,337,18,21
842,337,6,34
843,337,43,167
844,338,16,102
845,338,37,50
846,338,35,103
847,338,8,132
848,339,29,63
849,340,35,193
850,340,22,71
851,340,31,176
852,341,22,18
853,342,43,95
854,342,38,171
855,343,21,194
856,343,1,41
857,344,49,109
858,344,21,80
859,344,36,41
860,344,9,44
861,345,38,11
862,345,40,79
863,345,5,158
864,346,4,162
865,347,45,94
866,347,5,193
867,347,19,44
868,348,9,12
869,348,6,136
870,349,50,111
871,349,48,113
872,350,31,47
873,350,25,68
874,350,11,198
875,350,39,132
876,351,17,16
877,351,31,27
878,351,39,110
879,351,37,13
880,352,5,109
881,352,24,21
882,352,4,56
883,352,21,100
884,353,2,150
885,353,16,157
886,353,49,177
887,353,45,67
888,354,22,137
889,354,1,161
890,354,40,37
891,355,38,83
892,355,4,185
893,355,50,145
894,356,26,155
895,356,37,61
896,357,29,56
897,357,17,158
898,358,6,189
899,358,3,87
900,358,30,62
901,358,15,176
902,359,7,17
903,360,35,105
904,360,35,140
905,361,32,92
906,361,18,194
907,362,24,16
908,362,3,83
909,363,42,146
910,363,49,11
911,364,22,113
912,364,18,186
913,365,23,150
914,365,11,19
915,365,47,45
916,366,50,102
917,366,34,95
918,367,5,105
919,367,6,168
920,367,42,78
921,367,41,140
922,368,35,198
923,368,50,28
924,368,40,25
925,368,12,24
926,369,31,81
927,370,21,31
928,370,14,119
929,370,39,86
930,370,8,14
931,371,6,144
932,371,36,77
933,371,27,138
934,371,9,29
935,372,1,111
936,372,45,181
937,372,13,46
938,373,22,13
939,373,14,79
940,374,24,25
941,374,2,138
942,374,29,62
943,374,6,59
944,375,21,119
945,375,16,47
946,375,48,130
947,376,17,119
948,376,34,122
949,377,4,175
950,377,27,119
951,378,7,137
952,378,29,114
953,378,25,182
954,378,16,125
955,379,41,117
956,379,16,90
957,380,27,104
958,380,49,129
959,380,36,147
960,381,33,109
961,382,44,124
962,382,13,110
963,382,21,15
964,382,4,50
965,383,29,97
966,383,9,54
967,383,2,71
968,384,43,97
969,384,46,65
970,384,31,161
971,385,24,118
972,385,37,53
973,385,46,62
974,385,30,161
975,386,26,112
976,386,42,128
977,386,12,193
978,387,34,47
979,387,23,98
980,387,24,73
981,388,26,24
982,388,43,34
983,389,11,41
984,389,47,43
985,389,12,122
986,390,29,115
987,391,29,130
988,391,45,124
989,392,14,178
990,392,48,97
991,392,35,30
992,392,36,171
993,393,44,195
994,394,45,90
995,394,33,129
996,394,36,20
997,394,24,147
998,395,23,95
999,395,30,86
1000,396,44,23
1001,396,48,130
1002,397,35,175
1003,397,22,53
1004,397,14,192
1005,397,3,24
1006,398,5,85
1007,398,35,52
1008,399,1,185
1009,399,4,125
1010,400,11,86
1011,400,49,191
1012,400,30,128
1013,400,24,158
1014,401,44,193
1015,401,40,72
1016,402,45,159
1017,402,50,19
1018,402,36,90
1019,403,17,135
1020,404,6,39
1021,404,3,105
1022,404,36,42
1023,405,36,56
1024,405,13,31
1025,405,28,162
1026,406,10,54
1027,406,48,148
1028,407,4,33
1029,407,5,123
1030,408,27,59
1031,408,38,123
1032,408,27,124
1033,408,26,126
1034,409,14,98
1035,409,12,125
1036,410,13,166
1037,411,17,60
1038,411,16,25
1039,411,16,134
1040,412,6,88
1041,412,31,56
1042,412,24,30
1043,413,33,26
1044,413,39,33
1045,413,39,73
1046,414,49,161
1047,414,41,47
1048,414,2,174
1049,415,45,177
1050,415,17,60
1051,415,10,136
1052,416,16,56
1053,416,13,83
1054,416,9,160
1055,417,36,141
1056,418,35,66
1057,418,11,39
1058,418,42,104
1059,419,12,82
1060,419,5,164
1061,419,21,17
1062,420,11,175
1063,420,48,97
1064,420,3,83
1065,420,48,195
1066,421,34,101
1067,421,47,52
1068,422,37,199
1069,423,27,123
1070,423,1,14
1071,424,24,198
1072,424,41,65
1073,425,37,98
1074,425,9,35
1075,425,29,158
1076,425,12,68
1077,426,33,102
1078,427,21,118
1079,427,33,139
1080,428,48,157
1081,428,42,106
1082,429,6,136
1083,430,4,95
1084,431,41,34
1085,431,3,115
1086,432,21,87
1087,433,45,200
1088,433,7,73
1089,434,49,59
1090,434,8,152
1091,435,41,176
1092,435,5,46
1093,436,39,29
1094,436,5,142
1095,436,22,159
1096,436,38,95
1097,437,27,48
1098,437,33,160
1099,438,43,94
1100,438,22,185
1101,438,8,84
1102,438,5,163
1103,439,42,150
1104,439,16,65
1105,439,11,149
1106,439,18,172
1107,440,22,139
1108,440,40,93
1109,440,50,115
1110,441,12,116
1111,442,1,184
1112,442,29,158
1113,442,48,76
1114,442,47,145
1115,443,19,145
1116,443,24,197
1117,443,10,95
1118,444,47,42
1119,444,37,50
1120,444,3,50
1121,445,46,167
1122,445,10,135
1123,445,6,166
1124,445,44,138
1125,446,35,137
1126,446,12,151
1127,446,39,174
1128,446,38,185
1129,447,39,150
1130,448,2,40
1131,448,17,142
1132,448,36,116
1133,449,28,56
1134,449,3,43
1135,449,19,198
1136,450,35,164
1137,450,1,99
1138,451,15,180
1139,452,25,128
1140,452,8,87
1141,453,49,147
1142,453,42,174
1143,454,20,107
1144,454,44,17
1145,455,8,57
1146,455,31,188
1147,456,3,100
1148,456,20,87
1149,457,10,52
1150,457,28,40
1151,457,43,67
1152,458,49,124
1153,458,37,105
1154,458,41,189
1155,458,5,89
1156,459,6,194
1157,460,6,46
1158,461,38,101
1159,461,14,196
1160,461,24,105
1161,461,41,34
1162,462,42,188
1163,462,31,20
1164,462,33,44
1165,462,1,96
1166,463,1,81
1167,463,5,51
1168,464,19,105
1169,464,35,194
1170,464,35,99
1171,465,41,155
1172,465,42,24
1173,466,27,76
1174,467,4,177
1175,467,50,172
1176,467,34,25
1177,467,32,195
1178,468,19,102
1179,468,37,191
1180,469,23,79
1181,470,27,169
1182,470,7,141
1183,470,10,28
1184,471,44,62
1185,471,31,189
1186,471,27,98
1187,471,30,92
1188,472,18,99
1189,472,25,30
1190,472,50,86
1191,472,24,195
1192,473,8,74
1193,474,10,96
1194,474,29,143
1195,475,22,91
1196,476,23,197
1197,477,19,114
1198,477,42,148
1199,477,47,146
1200,477,47,192
1201,478,45,174
1202,478,43,40
1203,479,31,93
1204,479,35,41
1205,480,34,64
1206,480,42,24
1207,480,3,138
1208,481,34,41
1209,481,49,63
1210,482,5,122
1211,482,33,60
1212,482,50,25
1213,483,39,116
1214,483,2,102
1215,483,45,73
1216,483,49,66
1217,484,35,64
1218,484,28,133
1219,485,20,74
1220,485,27,84
1221,486,23,119
1222,487,34,33
1223,487,37,34
1224,488,44,127
1225,488,22,129
1226,488,42,35
1227,488,3,146
1228,489,26,57
1229,489,34,106
1230,489,37,26
1231,490,14,183
1232,491,29,104
1233,492,27,45
1234,492,9,135
1235,492,32,198
1236,493,38,138
1237,493,12,79
1238,494,36,26
1239,494,22,198
1240,494,12,104
1241,494,13,139
1242,495,21,117
1243,495,9,44
1244,495,36,74
1245,495,30,41
1246,496,5,170
1247,496,9,163
1248,496,41,187
1249,497,38,193
1250,497,25,176
1251,497,30,192
1252,498,26,146
1253,499,27,141
1254,499,13,19
1255,499,21,112
1256,499,18,193
1257,500,46,112
1258,500,25,171
1259,501,45,155
1260,502,48,59
1261,502,24,79
1262,502,9,154
1263,503,12,23
1264,504,16,111
1265,504,12,50
1266,504,23,145
1267,504,38,13
1268,505,49,182
1269,506,43,71
1270,506,10,41
1271,506,23,111
1272,506,28,97
1273,507,22,119
1274,507,47,119
1275,507,7,124
1276,507,33,31
1277,508,10,198
1278,508,37,196
1279,508,2,15
1280,508,29,191
1281,509,6,117
1282,510,42,172
1283,510,48,166
1284,511,17,121
1285,512,25,179
1286,512,17,162
1287,512,49,48
1288,512,22,83
1289,513,36,62
1290,514,25,167
1291,514,2,54
1292,514,20,61
1293,515,3,102
1294,515,14,77
1295,516,22,168
1296,517,14,118
1297,517,4,19
1298,518,19,190
1299,518,46,179
1300,518,43,169
1301,519,44,168
1302,519,11,37
1303,519,1,30
1304,520,4,45
1305,521,15,167
1306,521,29,125
1307,522,32,26
1308,523,11,161
1309,523,44,110
1310,524,39,106
1311,525,1,20
1312,525,16,55
1313,526,26,174
1314,527,32,83
1315,528,35,79
1316,529,48,144
1317,529,32,155
1318,530,15,163
1319,530,9,126
1320,531,5,90
1321,531,49,177
1322,532,14,48
1323,532,28,110
1324,533,37,194
1325,534,15,85
1326,535,21,145
1327,536,13,117
1328,536,42,88
1329,536,38,126
1330,536,50,200
1331,537,36,200
1332,537,18,75
1333,538,35,127
1334,539,23,173
1335,540,4,166
1336,541,14,25
1337,541,1,183
1338,541,41,156
1339,542,45,59
1340,543,20,23
1341,543,7,59
1342,543,39,190
1343,544,32,102
1344,544,26,35
1345,544,8,31
1346,545,41,134
1347,545,39,123
1348,545,9,136
1349,546,23,65
1350,547,36,113
1351,548,40,121
1352,548,42,181
1353,548,18,151
1354,549,9,45
1355,549,21,68
1356,549,40,139
1357,550,10,97
1358,551,1,178
1359,551,6,172
1360,551,10,111
1361,551,45,76
1362,552,20,155
1363,552,50,181
1364,552,12,80
1365,553,13,28
1366,554,8,39
1367,554,7,136
1368,554,30,107
1369,555,35,70
1370,556,30,40
1371,556,17,112
1372,556,22,39
1373,556,43,170
1374,557,34,114
1375,558,49,111
1376,559,42,11
1377,560,35,179
1378,560,32,42
1379,561,37,181
1380,562,18,153
1381,562,12,52
1382,563,4,40
1383,563,17,42
1384,563,18,37
1385,564,37,117
1386,564,35,12
1387,565,36,169
1388,565,47,160
1389,565,48,125
1390,565,27,87
1391,566,45,48
1392,566,10,195
1393,566,5,183
1394,567,48,29
1395,567,50,112
1396,567,25,162
1397,568,14,177
1398,568,39,109
1399,568,6,171
1400,568,46,148
1401,569,36,146
1402,569,24,31
1403,569,35,70
1404,570,9,42
1405,571,5,114
1406,571,33,152
1407,571,46,180
1408,571,36,118
1409,572,12,21
1410,572,42,175
1411,572,36,101
1412,573,46,184
1413,573,27,43
1414,574,16,164
1415,574,15,32
1416,574,10,82
1417,575,2,170
1418,575,2,178
1419,575,50,183
1420,576,45,141
1421,576,31,86
1422,576,16,146
1423,577,33,196
1424,578,48,166
1425,579,8,28
1426,579,42,149
1427,579,37,35
1428,579,32,128
1429,580,32,146
1430,580,38,68
1431,581,44,165
1432,581,44,86
1433,582,4,116
1434,582,45,19
1435,583,40,119
1436,583,41,186
1437,583,48,21
1438,583,46,168
1439,584,13,53
1440,584,42,167
1441,584,36,176
1442,585,35,18
1443,585,5,60
1444,586,39,178
1445,586,20,97
1446,586,36,158
1447,586,39,114
1448,587,27,30
1449,587,48,149
1450,587,31,192
1451,587,13,129
1452,588,50,85
1453,588,28,192
1454,588,34,26
1455,589,43,39
1456,589,24,33
1457,589,22,115
1458,589,39,147
1459,590,25,85
1460,590,24,22
1461,591,32,116
1462,591,30,36
1463,591,47,81
1464,591,46,177
1465,592,15,97
1466,592,14,68
1467,593,32,178
1468,593,23,70
1469,593,42,194
1470,593,21,164
1471,594,39,23
1472,594,16,164
1473,594,7,172
1474,594,7,34
1475,595,21,59
1476,596,43,134
1477,596,22,180
1478,596,13,178
1479,597,44,16
1480,597,18,117
1481,598,9,25
1482,598,37,135
1483,598,40,186
1484,598,16,28
1485,599,22,84
1486,600,21,119
1487,600,19,22
1488,600,8,119
1489,601,21,21
1490,601,3,137
1491,601,32,158
1492,602,24,171
1493,603,12,136
1494,603,13,103
1495,604,8,142
1496,605,18,123
1497,605,29,186
1498,605,25,171
1499,605,48,91
1500,606,11,191
1501,607,6,101
1502,608,35,62
1503,609,29,197
1504,610,45,62
1505,610,41,113
1506,611,20,55
1507,612,18,26
1508,613,24,179
1509,614,3,194
1510,614,27,75
1511,614,17,160
1512,615,29,129
1513,615,3,141
1514,615,25,55
1515,615,2,38
1516,616,29,157
1517,616,16,174
1518,617,39,122
1519,617,29,153
1520,617,20,33
1521,617,35,38
1522,618,16,10
1523,618,19,150
1524,618,47,176
1525,618,49,88
1526,619,11,80
1527,619,34,116
1528,619,3,131
1529,619,33,177
1530,620,46,99
1531,620,5,38
1532,620,13,199
1533,620,44,152
1534,621,17,86
1535,621,11,106
1536,622,19,45
1537,622,41,69
1538,623,3,151
1539,624,2,20
1540,624,19,151
1541,625,19,150
1542,625,12,186
1543,625,41,183
1544,626,50,48
1545,626,8,73
1546,626,15,127
1547,626,39,156
1548,627,46,177
1549,627,7,52
1550,627,14,192
1551,628,33,193
1552,629,20,182
1553,629,18,69
1554,630,25,176
1555,630,32,12
1556,630,27,153
1557,630,6,157
1558,631,48,148
1559,632,11,190
1560,633,10,87
1561,633,5,38
1562,634,9,25
1563,634,13,200
1564,635,5,68
1565,636,38,95
1566,636,32,189
1567,637,37,78
1568,637,18,130
1569,637,29,49
1570,637,9,16
1571,638,36,157
1572,638,12,168
1573,638,34,196
1574,638,28,200
1575,639,11,130
1576,639,9,78
1577,639,46,48
1578,639,27,37
1579,640,48,119
1580,640,13,177
1581,640,23,130
1582,640,12,45
1583,641,49,66
1584,642,22,16
1585,642,30,96
1586,643,27,30
1587,643,13,158
1588,643,38,169
1589,643,15,44
1590,644,49,148
1591,644,12,164
1592,644,44,43
1593,645,43,68
1594,645,46,151
1595,645,5,108
1596,646,40,159
1597,647,24,74
1598,647,32,18
1599,648,6,28
1600,648,46,86
1601,649,39,110
1602,649,13,171
1603,649,30,181
1604,649,45,38
1605,650,5,21
1606,650,36,96
1607,651,25,99
1608,651,31,72
1609,651,45,42
1610,651,47,95
1611,652,6,140
1612,652,38,15
1613,652,46,56
1614,653,40,90
1615,654,8,119
1616,655,3,115
1617,656,30,38
1618,656,25,114
1619,657,2,24
1620,657,32,138
1621,657,11,54
1622,658,40,109
1623,658,44,81
1624,658,34,181
1625,659,37,81
1626,660,4,131
1627,660,9,117
1628,660,39,198
1629,661,12,64
1630,662,6,53
1631,663,43,13
1632,663,27,181
1633,663,21,63
1634,664,35,40
1635,664,17,115
1636,664,42,82
1637,665,21,102
1638,665,19,154
1639,665,8,12
1640,665,38,129
1641,666,47,115
1642,667,49,136
1643,668,24,194
1644,668,17,175
1645,668,21,127
1646,668,50,45
1647,669,43,163
1648,670,2,191
1649,670,25,112
1650,670,4,31
1651,670,39,129
1652,671,3,135
1653,671,32,45
1654,672,11,98
1655,672,48,70
1656,672,32,54
1657,673,41,16
1658,674,27,26
1659,675,9,106
1660,675,35,27
1661,676,28,33
1662,677,35,68
1663,677,21,158
